LAT,LON,YEAR,MONTH,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,ALLSKY_SFC_SW_DWN,WS2M,TS,EVLAND,GWETROOT
13.5,122.5,2006,NOV,29.94,25.78,7.28,81.23,17.38,4.1,28.23,3.72,0.95
14.5,122.5,2006,NOV,29.14,26.91,8.06,81.11,16.02,5.04,28.51,3.75,0.99
15.5,122.5,2006,NOV,29.01,27.07,7.37,81.66,16.06,5.05,28.57,,
13.5,122.5,2007,NOV,29.33,24.31,20.41,85.32,12.21,5.94,27.31,3.67,0.99
14.5,122.5,2007,NOV,28.66,25.28,27.23,83.53,11.77,7.12,27.74,4.15,1.0
15.5,122.5,2007,NOV,28.46,25.13,17.65,83.35,12.53,7.84,27.86,,
13.5,122.5,2008,NOV,29.97,26.24,13.41,84.65,15.64,4.85,27.95,3.42,0.99
14.5,122.5,2008,NOV,29.18,26.79,17.71,83.12,13.2,5.73,28.24,3.74,1.0
15.5,122.5,2008,NOV,29.36,26.77,14.56,81.65,13.82,6.11,28.66,,
13.5,122.5,2009,NOV,29.74,25.15,8.77,83.21,16.21,4.97,27.59,4.53,0.97
14.5,122.5,2009,NOV,28.49,26.4,8.38,82.32,15.25,5.78,27.86,4.48,0.98
15.5,122.5,2009,NOV,28.44,26.68,5.22,81.4,16.05,6.16,28.18,,
13.5,122.5,2010,NOV,29.52,25.86,16.28,84.56,15.03,3.82,27.87,2.99,1.0
14.5,122.5,2010,NOV,29.6,26.64,22.03,83.78,12.41,4.91,28.26,3.18,1.0
15.5,122.5,2010,NOV,28.69,26.6,14.11,83.59,12.47,5.43,28.59,,
13.5,122.5,2011,NOV,29.78,25.64,14.73,84.45,14.55,4.42,27.79,3.27,0.99
14.5,122.5,2011,NOV,29.33,25.67,19.89,83.88,12.45,5.45,27.96,3.37,1.0
15.5,122.5,2011,NOV,29.07,26.45,14.93,83.22,13.61,6.09,28.36,,
13.5,122.5,2012,NOV,29.87,25.47,5.86,82.06,17.48,4.62,27.93,4.24,0.96
14.5,122.5,2012,NOV,28.9,26.92,6.72,79.9,16.56,5.29,28.32,4.32,0.97
15.5,122.5,2012,NOV,28.76,26.81,3.57,78.83,17.76,4.89,28.61,,
13.5,122.5,2013,NOV,29.74,25.68,15.47,84.83,15.58,5.66,27.51,3.88,0.98
14.5,122.5,2013,NOV,29.19,26.44,17.68,83.3,14.07,6.52,27.87,4.2,0.99
15.5,122.5,2013,NOV,28.65,26.4,10.73,82.65,14.53,6.38,28.04,,
13.5,122.5,2014,NOV,29.95,24.82,9.27,84.52,16.11,5.11,27.43,3.88,0.97
14.5,122.5,2014,NOV,28.95,26.24,11.28,83.16,14.32,5.93,27.73,4.16,0.99
15.5,122.5,2014,NOV,28.8,26.31,6.26,82.26,14.99,6.22,27.89,,
13.5,122.5,2015,NOV,30.32,26.26,7.45,81.11,17.95,5.57,28.3,4.44,0.89
14.5,122.5,2015,NOV,29.43,27.1,4.87,80.72,16.8,6.26,28.48,4.15,0.9
15.5,122.5,2015,NOV,29.2,27.12,1.88,80.49,17.7,6.13,28.54,,
13.5,122.5,2016,NOV,29.74,25.42,15.46,84.01,14.65,5.47,27.65,4.12,0.99
14.5,122.5,2016,NOV,28.97,26.8,12.81,81.7,13.58,6.41,28.12,4.42,0.99
15.5,122.5,2016,NOV,28.74,26.8,7.86,80.91,15.2,6.59,28.33,,
13.5,122.5,2017,NOV,30.1,26.15,15.89,84.55,15.47,5.35,28.19,3.95,0.99
14.5,122.5,2017,NOV,29.16,27.11,14.91,83.42,13.53,6.21,28.47,4.13,1.0
15.5,122.5,2017,NOV,28.98,27.39,10.77,83.2,13.86,6.14,28.71,,
13.5,122.5,2018,NOV,30.35,25.41,7.81,81.55,17.57,5.55,27.9,4.33,0.88
14.5,122.5,2018,NOV,29.0,26.49,5.35,80.37,15.95,6.35,28.36,4.16,0.9
15.5,122.5,2018,NOV,29.03,26.59,2.35,79.7,17.09,6.19,28.44,,
13.5,122.5,2019,NOV,29.48,25.42,7.98,82.71,15.11,4.57,28.02,3.33,0.98
14.5,122.5,2019,NOV,29.69,26.53,10.72,81.87,13.61,5.21,28.45,3.42,0.99
15.5,122.5,2019,NOV,29.28,26.86,7.68,81.37,13.34,5.42,28.9,,
13.5,122.5,2020,NOV,29.59,26.1,24.55,84.68,14.62,5.7,27.76,3.8,0.99
14.5,122.5,2020,NOV,29.19,27.0,33.2,82.71,13.35,6.87,28.35,4.2,1.0
15.5,122.5,2020,NOV,29.06,27.03,18.94,81.54,13.94,7.27,28.64,,
13.5,122.5,2021,NOV,29.87,26.38,10.31,84.45,16.64,4.95,28.24,3.54,0.98
14.5,122.5,2021,NOV,28.98,27.53,8.0,82.83,13.87,5.81,28.6,3.72,0.98
15.5,122.5,2021,NOV,29.15,27.62,4.66,81.86,14.85,5.74,28.9,,
13.5,122.5,2022,NOV,30.26,26.25,9.29,84.58,16.23,4.67,28.21,3.4,0.99
14.5,122.5,2022,NOV,29.54,27.07,10.46,83.28,13.95,5.39,28.56,3.4,1.0
15.5,122.5,2022,NOV,29.3,27.6,7.12,81.64,14.36,5.27,28.95,,
13.5,122.5,2023,NOV,30.7,25.0,15.51,85.0,14.66,5.5,28.21,4.0,0.99
14.5,122.5,2023,NOV,29.6,27.08,11.44,82.94,14.11,6.51,28.67,4.23,0.99
15.5,122.5,2023,NOV,29.48,27.25,5.52,81.97,14.38,6.79,29.13,,
13.5,122.5,2024,NOV,30.11,26.18,7.28,83.62,16.62,4.74,28.37,4.07,0.97
14.5,122.5,2024,NOV,30.06,26.65,10.52,83.5,15.22,5.8,28.72,4.1,0.98
15.5,122.5,2024,NOV,29.43,27.1,9.72,83.41,15.75,6.29,28.82,,
13.5,122.5,2025,NOV,29.95,26.17,18.69,85.12,14.89,5.34,28.25,3.62,1.0
14.5,122.5,2025,NOV,30.03,27.22,17.37,84.18,13.84,6.27,28.7,3.82,1.0
15.5,122.5,2025,NOV,29.82,27.3,14.11,83.77,13.65,6.62,28.95,,
13.5,122.5,1990,DEC,28.74,23.67,6.62,83.24,15.75,6.29,26.2,4.48,0.95
14.5,122.5,1990,DEC,27.24,24.9,7.51,81.82,13.74,7.42,26.65,4.55,0.97
15.5,122.5,1990,DEC,26.98,24.83,4.21,81.81,13.91,7.57,26.84,,
13.5,122.5,1991,DEC,28.13,23.74,7.19,82.97,15.51,6.16,25.92,4.43,0.95
14.5,122.5,1991,DEC,27.28,24.87,5.77,80.56,13.84,7.26,26.36,4.4,0.96
15.5,122.5,1991,DEC,26.86,24.67,2.13,79.82,15.11,7.32,26.24,,
13.5,122.5,1992,DEC,28.86,23.78,6.24,80.58,15.88,6.17,26.28,4.46,0.93
14.5,122.5,1992,DEC,27.49,25.17,3.97,78.7,15.19,7.08,26.87,4.18,0.91
15.5,122.5,1992,DEC,27.17,25.4,2.03,78.59,15.6,6.84,26.89,,
13.5,122.5,1993,DEC,28.84,23.93,22.97,87.33,12.52,6.69,26.06,3.77,1.0
14.5,122.5,1993,DEC,28.08,24.29,25.47,85.98,11.02,7.89,26.19,4.08,1.0
15.5,122.5,1993,DEC,27.59,24.51,13.53,83.63,11.23,8.4,26.72,,
13.5,122.5,1994,DEC,28.85,23.22,7.62,80.44,15.05,6.02,26.04,3.94,0.84
14.5,122.5,1994,DEC,27.79,24.79,9.97,78.12,14.51,7.13,26.75,3.87,0.9
15.5,122.5,1994,DEC,27.35,25.02,3.75,78.15,15.38,7.08,26.68,,
13.5,122.5,1995,DEC,28.04,23.13,22.66,87.12,11.56,7.02,26.07,3.2,1.0
14.5,122.5,1995,DEC,27.22,24.37,30.59,84.41,8.96,8.66,26.32,3.73,1.0
15.5,122.5,1995,DEC,27.53,24.7,16.71,82.14,9.31,9.25,26.96,,
13.5,122.5,1996,DEC,28.82,22.38,6.45,79.75,14.28,7.12,26.0,4.89,0.96
14.5,122.5,1996,DEC,27.83,24.3,7.59,75.58,14.2,8.02,26.84,4.97,0.97
15.5,122.5,1996,DEC,28.06,24.73,3.4,74.39,14.24,8.14,27.5,,
13.5,122.5,1997,DEC,29.56,23.82,5.52,79.3,16.21,5.53,26.87,4.1,0.83
14.5,122.5,1997,DEC,28.57,25.19,4.89,77.23,14.99,6.35,27.38,3.97,0.88
15.5,122.5,1997,DEC,28.4,25.56,2.01,76.95,15.74,6.37,27.58,,
13.5,122.5,1998,DEC,29.41,25.66,23.08,86.17,13.28,5.74,27.5,3.38,0.99
14.5,122.5,1998,DEC,28.73,26.44,29.17,84.74,11.52,6.81,27.7,3.65,1.0
15.5,122.5,1998,DEC,28.77,26.26,16.13,82.64,11.72,7.4,28.17,,
13.5,122.5,1999,DEC,28.87,23.36,15.38,87.92,13.48,5.88,26.53,2.96,1.0
14.5,122.5,1999,DEC,28.03,24.03,23.76,86.29,11.4,7.12,26.71,3.33,1.0
15.5,122.5,1999,DEC,28.42,23.79,12.74,84.49,11.67,7.73,27.27,,
13.5,122.5,2000,DEC,29.3,25.28,16.49,85.85,14.25,5.67,27.32,3.57,1.0
14.5,122.5,2000,DEC,28.26,25.73,23.55,85.72,11.93,6.77,27.19,3.69,1.0
15.5,122.5,2000,DEC,28.11,25.89,13.74,83.92,12.02,7.32,27.45,,
13.5,122.5,2001,DEC,28.92,23.19,12.86,83.29,14.25,7.06,26.32,4.58,0.98
14.5,122.5,2001,DEC,27.8,24.32,14.72,80.45,13.14,8.24,26.9,4.81,0.99
15.5,122.5,2001,DEC,27.71,24.44,5.43,79.35,13.75,8.24,27.11,,
13.5,122.5,2002,DEC,29.15,24.77,7.35,84.09,15.85,4.95,26.94,4.03,0.96
14.5,122.5,2002,DEC,28.4,25.95,8.46,81.57,14.44,5.95,27.44,4.34,0.98
15.5,122.5,2002,DEC,28.25,26.17,3.2,79.98,14.85,5.89,27.76,,
13.5,122.5,2003,DEC,28.58,23.71,5.42,81.27,13.36,7.28,25.96,4.22,0.92
14.5,122.5,2003,DEC,27.68,24.51,10.08,78.44,11.98,8.31,26.8,4.64,0.98
15.5,122.5,2003,DEC,27.54,24.03,4.5,77.29,13.03,8.5,26.98,,
13.5,122.5,2004,DEC,28.2,24.18,6.62,85.82,14.01,6.21,25.96,4.05,0.95
14.5,122.5,2004,DEC,27.13,25.06,9.77,84.41,12.47,7.05,26.14,3.97,0.96
15.5,122.5,2004,DEC,26.57,24.89,6.65,83.15,13.96,7.42,26.09,,
13.5,122.5,2005,DEC,29.4,23.72,23.29,87.32,11.4,6.47,26.58,3.17,1.0
14.5,122.5,2005,DEC,27.92,24.32,31.54,85.58,9.75,7.53,26.94,3.56,1.0
15.5,122.5,2005,DEC,28.05,24.09,15.71,83.81,11.08,8.05,27.41,,
13.5,122.5,2006,DEC,29.44,24.77,14.52,86.59,13.57,6.03,26.83,3.8,0.98
14.5,122.5,2006,DEC,29.08,25.56,16.53,84.28,11.44,7.09,27.36,3.9,1.0
15.5,122.5,2006,DEC,28.65,25.41,9.83,82.66,12.18,7.52,27.77,,
13.5,122.5,2007,DEC,28.45,24.27,14.52,88.07,13.68,5.65,26.24,3.63,0.99
14.5,122.5,2007,DEC,27.54,25.4,15.38,86.41,11.7,6.62,26.6,3.87,0.99
15.5,122.5,2007,DEC,27.57,25.22,7.1,84.14,12.65,6.92,26.79,,
13.5,122.5,2008,DEC,28.54,24.2,17.54,85.66,11.89,6.79,26.57,3.8,0.99
14.5,122.5,2008,DEC,27.86,25.45,21.78,82.39,9.43,8.0,26.93,4.37,1.0
15.5,122.5,2008,DEC,27.88,25.72,8.78,80.18,11.05,8.58,27.56,,
13.5,122.5,2009,DEC,28.47,23.22,3.58,80.27,15.39,5.73,26.07,4.29,0.91
14.5,122.5,2009,DEC,27.52,24.85,3.55,77.33,14.67,6.39,26.75,4.07,0.93
15.5,122.5,2009,DEC,27.53,25.26,1.56,76.46,15.65,6.53,27.23,,
13.5,122.5,2010,DEC,29.3,24.41,17.77,86.19,13.15,5.61,26.98,3.28,1.0
14.5,122.5,2010,DEC,28.63,25.21,17.97,83.62,11.24,6.5,27.26,3.6,1.0
15.5,122.5,2010,DEC,28.45,25.12,6.78,82.17,12.53,6.84,27.78,,
13.5,122.5,2011,DEC,29.34,24.74,16.21,85.89,13.41,5.26,27.04,3.6,0.99
14.5,122.5,2011,DEC,28.34,25.43,22.39,84.27,11.98,6.25,27.23,3.83,1.0
15.5,122.5,2011,DEC,28.48,25.3,12.1,83.23,11.6,6.72,27.58,,
13.5,122.5,2012,DEC,30.06,24.78,8.5,82.75,14.6,5.39,27.42,3.75,0.92
14.5,122.5,2012,DEC,28.72,26.01,10.88,81.23,13.44,6.41,27.85,3.83,0.96
15.5,122.5,2012,DEC,28.73,25.66,6.71,80.23,14.51,6.45,28.19,,
13.5,122.5,2013,DEC,28.92,25.08,11.85,86.07,14.27,4.85,27.14,3.46,1.0
14.5,122.5,2013,DEC,28.3,25.79,15.37,84.85,11.96,5.83,27.28,3.68,1.0
15.5,122.5,2013,DEC,27.83,25.56,10.42,83.84,11.52,6.2,27.52,,
13.5,122.5,2014,DEC,29.14,24.44,17.83,87.15,11.96,7.02,26.43,3.87,0.99
14.5,122.5,2014,DEC,28.14,25.28,19.8,84.89,10.22,7.94,26.88,4.18,1.0
15.5,122.5,2014,DEC,28.16,25.33,9.85,83.51,11.59,8.03,27.15,,
13.5,122.5,2015,DEC,29.53,24.82,13.75,83.77,15.25,5.86,27.17,4.16,0.95
14.5,122.5,2015,DEC,28.63,26.21,15.67,81.81,14.16,6.64,27.7,4.08,0.95
15.5,122.5,2015,DEC,28.56,26.17,10.54,80.85,14.37,6.45,27.98,,
13.5,122.5,2016,DEC,29.17,25.27,17.56,86.01,13.56,5.78,27.25,3.75,0.99
14.5,122.5,2016,DEC,28.28,26.51,18.5,84.36,11.81,6.87,27.61,3.93,1.0
15.5,122.5,2016,DEC,28.45,26.47,7.82,83.17,12.73,7.18,27.87,,
13.5,122.5,2017,DEC,30.09,24.79,20.87,86.36,12.74,6.26,27.23,3.56,1.0
14.5,122.5,2017,DEC,28.69,25.93,18.42,84.0,11.19,7.7,27.62,3.95,1.0
15.5,122.5,2017,DEC,28.77,26.06,7.35,82.49,11.57,8.2,27.95,,
13.5,122.5,2018,DEC,29.76,25.28,20.6,84.77,14.13,6.24,27.05,3.74,0.93
14.5,122.5,2018,DEC,28.71,25.3,17.21,82.27,12.57,7.23,27.75,3.72,0.93
15.5,122.5,2018,DEC,28.52,25.27,7.44,81.72,12.97,7.2,28.07,,
13.5,122.5,2019,DEC,29.07,24.96,11.3,84.18,15.06,5.96,27.02,4.14,0.97
14.5,122.5,2019,DEC,28.4,26.37,11.46,82.83,13.77,6.9,27.61,4.12,0.98
15.5,122.5,2019,DEC,28.31,26.31,7.01,82.51,14.57,7.12,28.04,,
13.5,122.5,2020,DEC,29.56,25.24,18.67,86.6,13.74,5.05,27.44,3.08,1.0
14.5,122.5,2020,DEC,28.59,25.91,25.52,84.63,12.15,6.03,27.8,3.33,1.0
15.5,122.5,2020,DEC,28.69,25.41,18.1,83.73,12.08,6.3,28.28,,
13.5,122.5,2021,DEC,29.45,24.41,9.26,83.53,13.73,7.0,26.81,4.28,0.98
14.5,122.5,2021,DEC,28.85,25.85,9.3,80.68,12.48,7.87,27.44,4.36,0.98
15.5,122.5,2021,DEC,28.71,25.99,4.14,79.26,12.95,8.1,27.85,,
13.5,122.5,2022,DEC,29.92,23.78,15.46,84.43,12.87,5.79,27.18,3.47,0.99
14.5,122.5,2022,DEC,29.06,24.77,18.62,82.21,10.86,6.81,27.8,3.81,1.0
15.5,122.5,2022,DEC,29.04,24.73,7.86,80.96,11.05,7.32,28.34,,
13.5,122.5,2023,DEC,29.78,25.72,11.3,84.64,16.27,5.2,27.59,4.47,0.98
14.5,122.5,2023,DEC,28.75,26.27,10.53,83.02,14.04,6.29,28.06,4.45,0.98
15.5,122.5,2023,DEC,28.89,25.97,4.14,82.49,14.71,6.5,28.41,,
13.5,122.5,2024,DEC,29.87,25.83,24.74,87.39,12.42,5.8,27.58,3.78,1.0
14.5,122.5,2024,DEC,28.56,26.29,21.95,85.7,10.39,6.92,27.73,3.89,1.0
15.5,122.5,2024,DEC,28.62,26.52,7.26,84.16,11.27,7.41,27.94,,
13.5,122.5,2025,DEC,29.85,25.6,13.24,85.04,14.22,5.71,27.42,3.85,0.99
14.5,122.5,2025,DEC,28.94,26.29,16.8,82.73,11.91,6.53,27.83,4.08,1.0
15.5,122.5,2025,DEC,29.07,26.53,6.63,81.73,11.83,6.85,28.26,,
